Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Vegetation_Type,Soil_Type_Enc,Wilderness_Area_Enc,Vegetation_Type_Enc
2122,288,35,120,45,192,102,211,237,711,77.59,156.29,326.88,5.54,Type_3,18,3,1
2634,292,10,190,34,579,191,238,187,1218,87.26,263.77,710.35,57.31,Type_3,17,1,1
2471,335,4,228,39,648,211,234,162,1507,31.48,306.91,164.65,7.12,Type_3,28,3,1
2353,70,7,30,4,510,228,226,132,828,85.7,162.92,494.27,18.02,Type_3,27,3,1
2129,336,29,85,12,1170,144,187,174,1092,65.67,243.14,851.65,24.77,Type_3,18,3,1
2607,128,15,283,91,859,244,229,110,1635,75.5,442.88,655.97,59.73,Type_3,17,1,1
2594,259,35,324,-5,540,118,235,241,1158,86.69,413.09,249.04,25.82,Type_3,17,1,1
2602,59,12,268,92,1499,229,214,116,1578,48.35,212.86,1145.59,41.43,Type_3,27,1,1
2541,27,24,134,67,1515,201,180,105,474,69.67,238.49,583.47,28.1,Type_3,18,1,1
2311,30,32,283,167,1019,191,152,77,1449,68.73,449.79,1191.94,54.29,Type_3,18,3,1
2368,140,24,162,70,934,247,225,92,888,73.48,202.78,371.48,25.17,Type_3,26,3,1
2327,338,28,192,37,1338,148,188,172,446,66.31,172.4,1147.73,25.8,Type_3,18,3,1
2332,346,30,95,44,350,147,177,158,503,56.12,197.87,372.71,62.21,Type_3,18,3,1
2579,141,9,67,-12,1907,234,238,135,1956,42.03,265.94,654.91,50.42,Type_3,16,1,1
2207,351,30,170,99,569,153,175,150,300,61.68,416.52,611.69,64.8,Type_3,18,3,1
2629,124,21,671,221,660,250,220,88,1291,72.51,185.03,1078.82,56.17,Type_3,17,1,1
2735,60,8,524,101,570,227,223,131,362,54.91,442.5,953.08,35.48,Type_3,18,1,1
2601,158,11,360,96,830,232,242,139,1489,80.55,307.96,285.22,21.84,Type_3,27,1,1
2128,131,31,350,193,362,252,206,57,454,45.06,270.37,537.91,32.9,Type_3,29,3,1
2720,60,8,488,95,547,226,224,132,258,35.36,357.93,811.87,29.66,Type_3,18,1,1
2206,65,33,210,144,201,229,155,31,361,80.52,160.74,326.82,6.1,Type_3,29,3,1
2159,253,27,153,75,1167,148,245,228,426,80.15,203.69,979.86,27.39,Type_3,29,3,1
2457,272,7,450,151,999,202,242,179,1187,55.94,346.21,425.34,53.15,Type_3,28,3,1
2373,130,27,350,79,418,252,213,69,997,71.07,195.2,930.33,61.86,Type_3,26,3,1
2621,110,13,362,76,1571,242,226,111,1820,47.14,158.61,209.83,41.07,Type_3,27,1,1
2456,124,14,108,14,1884,242,229,114,67,81.74,196.2,934.59,43.92,Type_3,27,1,1
2697,92,15,95,7,2249,242,216,99,2507,61.79,387.96,278.15,29.46,Type_3,16,1,1
2171,27,38,285,120,446,176,133,66,351,41.71,248.46,808.23,12.5,Type_3,18,3,1
2624,16,16,283,65,518,204,205,134,1050,44.47,300.2,1110.02,15.47,Type_3,18,1,1
2297,358,25,300,92,1146,174,187,144,175,70.15,245.97,104.77,60.4,Type_3,18,3,1
2543,265,36,408,-56,480,107,228,245,1120,66.17,422.4,150.39,5.45,Type_3,17,1,1
2608,94,7,30,-3,2112,231,230,132,2249,58.52,186.84,124.4,44.35,Type_3,16,1,1
2403,50,11,277,29,390,225,216,124,691,64.16,218.94,1184.84,24.25,Type_3,27,1,1
2005,122,30,277,102,277,254,200,50,810,72.42,312.43,448.97,5.09,Type_3,26,3,1
2420,321,25,390,223,1222,148,207,194,760,49.57,379.64,742.05,59.41,Type_3,18,3,1
2549,199,27,108,33,1206,200,251,170,1310,45.94,340.68,893.91,41.04,Type_3,26,1,1
2332,329,17,297,150,1333,177,217,179,524,49.52,316.76,176.18,11.56,Type_3,18,3,1
2608,306,18,379,108,1905,169,227,197,741,85.13,208.06,236.42,21.5,Type_3,27,1,1
2621,17,18,268,68,514,203,200,130,1074,42.49,269.36,940.53,15.83,Type_3,18,1,1
2417,0,15,402,235,1103,196,210,150,1113,30.01,163.25,1147.74,26.09,Type_3,28,3,1
2568,222,18,30,-4,1318,195,254,191,992,64.86,272.53,773.28,7.85,Type_3,17,1,1
2535,188,30,124,65,1471,207,245,151,450,44.8,307.62,1143.02,60.4,Type_3,17,1,1
2557,213,15,300,97,2274,205,253,180,404,76.0,348.93,533.01,7.64,Type_3,27,1,1
2438,114,29,295,116,350,254,198,50,859,72.74,291.44,284.28,49.93,Type_3,17,1,1
2657,168,13,371,129,816,230,245,144,1134,58.92,175.51,91.51,54.76,Type_3,27,1,1
2413,49,9,124,42,902,224,221,131,518,43.57,381.49,1123.06,56.29,Type_3,28,3,1
2579,167,26,0,0,1800,231,239,122,1304,88.66,402.25,1052.82,15.27,Type_3,17,1,1
2393,349,24,323,211,1188,168,193,158,1159,78.72,244.55,334.17,56.7,Type_3,18,3,1
2235,40,28,467,152,524,209,166,75,607,43.17,193.39,301.61,15.41,Type_3,18,3,1
2316,324,25,42,14,170,151,205,190,201,30.79,221.63,607.23,11.92,Type_3,18,3,1
2252,257,28,424,204,467,142,243,231,830,74.07,255.84,869.94,24.01,Type_3,29,3,1
2126,5,39,85,41,933,142,136,109,641,48.87,172.46,578.01,28.19,Type_3,18,3,1
2547,125,4,120,21,532,226,237,145,1077,44.36,153.63,542.44,61.25,Type_3,28,3,1
2321,129,17,42,10,1200,245,228,106,108,50.36,249.27,207.17,60.23,Type_3,28,3,1
2529,274,11,192,55,661,190,243,192,1024,45.43,213.38,290.63,64.98,Type_3,27,1,1
2464,219,21,42,27,1101,192,254,192,711,69.05,193.92,1093.5,54.32,Type_3,17,1,1
2095,306,30,134,60,450,126,208,215,454,86.64,187.25,164.92,60.99,Type_3,18,3,1
2545,78,12,153,19,497,235,219,114,959,43.07,218.16,1076.45,49.61,Type_3,28,3,1
2576,167,9,268,79,932,227,244,149,1323,49.76,318.67,675.79,56.94,Type_3,27,1,1
2409,153,28,108,49,382,240,228,97,1214,36.79,158.17,580.46,8.36,Type_3,17,3,1
2446,23,8,0,0,443,216,223,144,837,37.9,416.99,472.39,57.17,Type_6,0,1,2
2508,20,21,0,0,859,201,192,121,1651,71.33,393.88,997.57,5.7,Type_6,0,1,2
2437,349,12,30,4,997,198,220,161,1455,82.4,353.56,211.28,28.45,Type_6,0,1,2
2515,323,24,42,15,866,152,208,191,350,73.59,429.84,775.77,28.91,Type_6,12,1,2
2533,322,29,85,36,828,134,197,196,323,89.51,364.55,282.96,64.4,Type_6,12,1,2
2475,352,16,0,0,541,191,211,157,847,63.31,237.44,378.28,48.71,Type_6,0,1,2
2455,121,18,0,0,1154,248,223,96,1556,73.98,440.65,192.83,12.35,Type_6,17,1,2
2447,2,8,0,0,1095,209,225,154,1537,66.96,245.83,711.99,37.98,Type_6,0,1,2
2525,337,17,30,9,949,180,213,172,450,63.25,235.64,861.62,59.2,Type_6,0,1,2
2551,324,27,108,49,891,141,199,192,390,30.31,239.3,989.5,12.04,Type_6,12,1,2
2597,321,28,192,105,806,136,199,196,361,75.66,290.67,399.81,61.01,Type_6,12,1,2
2532,44,21,30,8,953,220,189,95,1583,74.74,386.8,1013.99,28.45,Type_6,0,1,2
2530,307,20,60,12,994,161,224,201,1626,42.15,245.13,357.86,10.01,Type_6,12,1,2
2598,274,24,210,80,1074,150,238,224,1706,87.48,406.13,1191.67,6.15,Type_6,12,1,2
2581,308,25,170,76,912,142,215,208,437,53.49,443.2,660.45,40.87,Type_6,12,1,2
2494,331,12,0,0,626,192,225,172,886,54.76,326.33,811.3,60.46,Type_6,0,1,2
2503,26,15,30,9,648,212,205,127,875,58.86,424.26,932.21,16.51,Type_6,0,1,2
2589,308,24,150,71,1116,146,217,207,1598,68.54,307.85,464.72,22.27,Type_6,12,1,2
2600,302,24,180,82,1132,147,221,211,1615,33.89,191.12,995.99,56.18,Type_6,12,1,2
2552,11,15,0,0,1075,203,207,139,1492,46.19,290.82,1057.34,58.41,Type_6,0,1,2
2493,345,28,60,18,1158,155,184,161,1690,79.5,429.88,663.21,54.05,Type_6,18,1,2
2645,313,17,319,143,895,172,225,192,510,61.04,318.54,524.62,11.78,Type_6,12,1,2
2651,328,15,339,151,876,184,222,177,511,56.41,313.83,604.09,57.07,Type_6,12,1,2
2522,54,19,60,22,700,227,195,93,882,38.85,437.34,1112.94,33.59,Type_6,0,1,2
2611,312,25,182,83,1061,145,213,204,598,85.99,221.0,523.64,14.33,Type_6,12,1,2
2621,320,25,212,98,1040,148,207,195,589,68.55,193.01,1000.62,43.59,Type_6,12,1,2
2527,36,16,0,0,765,217,203,117,942,68.17,371.79,418.1,42.48,Type_6,0,1,2
2641,312,26,210,82,1084,142,211,205,648,86.44,430.1,1078.15,12.42,Type_6,12,1,2
2694,339,22,420,184,957,166,202,171,633,45.56,374.13,190.38,58.08,Type_6,12,1,2
2544,39,17,0,0,824,218,199,111,979,55.78,219.4,861.14,60.92,Type_6,0,1,2
2611,296,28,120,52,1167,130,218,222,702,38.01,173.04,762.49,14.13,Type_6,12,1,2
2639,306,27,180,80,1126,136,213,212,684,34.84,375.92,647.66,46.18,Type_6,12,1,2
2671,320,26,270,112,1068,145,205,196,666,73.68,367.96,676.01,22.96,Type_6,12,1,2
2557,51,20,42,13,849,225,192,93,977,59.79,423.78,347.44,12.66,Type_6,0,1,2
2633,285,26,153,74,1168,139,229,226,721,69.42,269.51,312.55,25.19,Type_6,12,1,2
2510,323,21,30,12,1454,163,214,188,1752,87.4,175.04,210.35,61.95,Type_6,18,1,2
2584,306,20,60,16,1273,162,224,201,792,56.98,194.21,1103.31,18.49,Type_6,12,1,2
2595,296,24,85,28,1252,144,224,216,780,76.6,247.37,864.53,62.78,Type_6,12,1,2
2529,319,25,60,31,1438,146,207,196,1758,59.25,392.46,440.53,21.11,Type_6,18,1,2
2538,318,27,85,37,1410,140,204,199,1782,32.02,381.05,123.53,30.31,Type_6,18,1,2
2683,296,28,256,124,1158,131,219,222,760,69.83,366.3,798.76,56.69,Type_6,12,1,2
2726,308,27,342,167,1107,137,212,210,751,87.8,359.95,640.33,50.6,Type_6,12,1,2
2751,317,22,430,192,1061,155,214,196,752,63.61,437.57,217.75,44.96,Type_6,12,1,2
2519,318,22,30,11,1505,157,214,194,1692,86.21,328.94,186.95,6.85,Type_6,14,1,2
2572,320,28,124,-40,1369,137,201,197,1814,33.14,340.89,957.42,19.36,Type_6,18,1,2
2770,325,24,466,211,1073,154,206,189,785,50.97,250.2,153.51,27.79,Type_6,12,1,2
2582,30,19,42,14,972,211,196,115,1012,36.85,399.46,820.6,26.04,Type_6,0,1,2
2637,302,27,150,69,1279,135,215,216,845,72.47,441.57,883.5,6.18,Type_6,12,1,2
2651,297,32,180,84,1260,115,211,227,837,62.61,399.74,611.06,61.05,Type_6,12,1,2
2685,299,29,240,126,1224,128,215,221,824,34.9,231.25,1193.36,33.38,Type_6,12,1,2
2787,323,26,450,228,1140,146,203,192,842,60.75,342.6,101.38,39.28,Type_6,12,1,2
2596,34,24,30,16,1036,208,180,97,947,78.38,288.46,1107.81,64.47,Type_6,12,1,2
2616,343,21,60,3,1384,173,204,166,1790,57.55,241.58,851.57,37.13,Type_6,14,1,2
2622,332,26,108,38,1207,150,196,180,1973,77.18,213.88,725.29,49.83,Type_6,14,1,2
2654,302,29,153,74,1326,130,213,217,902,57.07,309.91,593.92,20.55,Type_6,12,1,2
2622,331,24,90,9,1425,155,202,182,1749,76.32,387.15,374.05,62.51,Type_6,14,1,2
2768,301,30,365,209,1235,124,211,221,900,69.41,290.43,176.61,61.68,Type_6,12,1,2
2808,311,27,454,249,1194,138,210,207,902,79.33,372.16,1029.35,62.21,Type_6,12,1,2
2635,26,21,30,16,1390,204,188,113,1786,52.83,399.75,753.85,33.96,Type_6,14,1,2
2641,292,27,124,45,1410,133,222,224,977,39.48,426.97,402.74,58.64,Type_6,12,1,2
2778,301,30,371,219,1262,124,211,221,930,71.75,328.91,468.51,55.72,Type_6,12,1,2
2645,31,30,90,56,1120,197,162,84,866,49.01,190.94,620.38,39.86,Type_6,12,1,2
2646,31,22,30,17,1406,208,186,105,1772,81.43,320.49,180.45,19.66,Type_6,14,1,2
2669,332,27,175,76,1237,149,196,180,1959,84.37,389.44,247.01,36.99,Type_6,14,1,2
2742,297,29,295,168,1333,127,216,223,967,78.22,173.68,1138.09,18.77,Type_6,12,1,2
2786,298,29,379,222,1288,128,216,222,960,60.31,310.66,594.02,43.82,Type_6,12,1,2
2800,300,27,408,241,1275,136,218,217,960,88.03,243.76,178.26,21.98,Type_6,12,1,2
2541,330,11,0,0,1705,193,226,172,1473,55.07,217.62,376.04,36.97,Type_6,0,1,2
2647,341,22,30,9,1374,167,200,168,1811,89.05,301.74,348.6,12.47,Type_6,14,1,2
2716,322,23,319,139,1146,154,209,192,2084,70.08,331.83,355.25,17.14,Type_6,14,1,2
2548,318,18,0,0,1719,169,221,190,1456,41.24,392.96,654.56,11.05,Type_6,14,1,2
2688,333,26,150,75,1298,152,197,179,1907,81.49,375.35,341.4,6.51,Type_6,14,1,2
2714,330,25,270,127,1209,151,200,183,2017,79.14,378.12,866.62,8.0,Type_6,14,1,2
2721,331,25,300,137,1188,153,200,181,2045,62.45,266.72,122.89,40.42,Type_6,14,1,2
2728,330,23,323,-24,1167,158,204,182,2072,72.61,375.49,856.6,45.22,Type_6,14,1,2
2812,279,25,430,245,1328,146,234,224,1020,50.11,297.73,848.97,20.78,Type_6,14,1,2
2651,28,29,42,21,1230,195,164,90,755,72.72,306.96,1002.57,39.04,Type_6,12,1,2
2583,298,31,67,42,1682,118,211,225,1492,79.56,258.74,966.47,48.31,Type_6,14,1,2
2601,297,31,95,65,1657,119,212,225,1518,36.04,224.32,978.23,29.5,Type_6,14,1,2
2630,299,29,153,95,1606,127,214,221,1571,44.39,272.6,195.16,58.21,Type_6,14,1,2
2671,309,26,120,42,1531,141,213,208,1650,38.52,304.72,1002.83,60.06,Type_6,14,1,2
2649,16,24,0,0,1273,192,183,119,721,81.34,414.95,1044.98,11.86,Type_6,0,1,2
2622,288,26,134,86,1648,139,228,224,1530,43.63,318.31,1166.4,9.7,Type_6,14,1,2
2685,25,19,30,15,1476,207,196,120,1718,80.22,332.75,233.39,34.89,Type_6,14,1,2
1889,353,30,95,39,67,153,172,146,600,82.27,200.82,986.62,24.76,Type_6,25,3,2
2692,29,25,124,62,1277,202,177,100,706,84.43,328.63,745.57,64.76,Type_6,12,1,2
2686,23,26,95,56,1283,195,176,107,700,70.24,383.15,780.89,64.4,Type_6,12,1,2
2664,23,28,30,15,1302,191,168,100,691,63.63,301.78,277.18,19.11,Type_6,0,1,2
2699,6,15,60,29,1518,201,210,145,1678,56.82,367.59,408.19,49.98,Type_6,14,1,2
2753,334,27,216,-18,1273,149,194,178,1984,57.62,299.59,758.16,58.38,Type_6,14,1,2
1905,19,27,134,58,120,188,171,108,636,36.64,151.06,130.03,47.01,Type_6,25,3,2
2689,31,26,60,40,1324,203,173,93,663,84.65,230.92,983.28,14.5,Type_6,12,1,2
2741,331,26,150,-1,1379,150,197,182,1861,75.24,369.91,808.01,62.24,Type_6,14,1,2
1879,28,19,30,12,95,209,196,117,778,73.6,210.19,343.07,39.42,Type_6,25,3,2
1874,18,14,0,0,90,208,209,135,793,48.29,446.88,99.99,7.83,Type_6,25,3,2
2734,34,28,201,104,1323,204,168,85,664,62.44,358.03,140.8,14.15,Type_6,12,1,2
2724,36,28,175,94,1321,205,167,81,655,35.79,387.71,207.21,48.79,Type_6,12,1,2
2565,62,17,0,0,1729,232,202,97,1276,44.51,227.01,578.93,53.78,Type_6,0,1,2
2606,319,41,108,53,1772,88,169,202,1409,30.74,283.3,618.52,19.19,Type_6,14,1,2
2660,319,37,180,12,1650,102,179,203,1544,58.13,347.73,995.89,18.78,Type_6,14,1,2
2767,331,24,134,-4,1358,157,203,181,1907,48.08,281.93,844.27,10.28,Type_6,14,1,2
1905,33,27,90,46,150,204,171,89,725,48.0,184.39,407.1,40.39,Type_6,29,3,2
1908,323,32,150,52,120,125,190,196,765,74.59,384.31,227.28,59.23,Type_6,25,3,2
1919,44,26,162,68,150,216,173,77,706,32.89,366.2,409.29,13.97,Type_6,25,3,2
1906,356,20,150,55,120,184,201,151,726,84.17,346.75,898.74,50.09,Type_6,27,3,2
1888,33,22,150,46,108,209,185,103,735,81.14,196.53,357.96,39.42,Type_6,27,3,2
1863,37,17,120,18,90,217,202,115,769,70.07,230.4,1017.25,61.4,Type_6,27,3,2
2618,301,52,124,59,1789,0,157,231,1396,32.08,217.79,1113.78,59.75,Type_6,14,1,2
2723,339,18,60,21,1575,178,211,170,1643,64.97,425.42,163.26,49.06,Type_6,14,1,2
2745,320,25,67,2,1464,147,207,195,1784,89.73,207.35,1131.87,10.44,Type_6,14,1,2
2755,319,25,85,2,1442,148,209,197,1812,81.34,388.49,121.25,57.01,Type_6,14,1,2
2771,327,21,95,0,1401,163,210,184,1869,61.29,440.0,945.79,25.93,Type_6,14,1,2
2792,336,18,150,-9,1321,177,212,173,1983,33.82,368.13,683.49,22.9,Type_6,14,1,2
1904,51,26,67,30,162,222,175,72,711,84.58,247.37,1079.3,62.59,Type_6,29,3,2
1972,15,34,216,123,190,170,152,101,721,70.15,152.14,677.32,62.01,Type_6,25,3,2
1927,54,25,190,76,175,225,177,71,735,79.76,354.51,482.21,5.25,Type_6,29,3,2
1898,34,23,175,56,134,210,184,99,765,82.74,230.6,156.54,25.27,Type_6,27,3,2
2761,34,29,228,124,1263,201,162,80,607,76.43,366.38,103.28,47.2,Type_6,12,1,2
2700,356,19,42,5,1263,186,203,152,570,66.12,376.54,213.13,34.97,Type_6,5,1,2
2581,311,24,30,10,1702,148,215,204,1275,83.55,216.3,866.11,26.83,Type_6,14,1,2
2707,336,22,180,37,1687,165,203,175,1521,56.6,300.3,160.68,20.97,Type_6,14,1,2
2785,324,19,85,0,1403,170,217,185,1888,66.43,255.06,1051.22,20.57,Type_6,14,1,2
2801,14,15,228,-5,1273,205,209,138,2089,67.88,381.57,435.57,38.72,Type_6,14,1,2
1896,337,12,30,6,175,195,224,168,732,36.25,376.09,540.77,64.66,Type_6,25,3,2
1951,33,36,150,96,150,188,137,60,907,53.07,409.61,113.77,58.35,Type_6,25,3,2
1916,320,24,190,60,162,151,210,195,832,59.26,413.59,825.6,47.34,Type_6,25,3,2
1983,334,33,210,134,180,128,177,177,779,69.13,385.1,496.01,52.13,Type_6,25,3,2
1992,358,33,228,143,212,151,160,132,750,87.03,272.4,882.58,30.01,Type_6,25,3,2
1977,42,33,256,128,228,205,149,55,752,66.04,444.54,787.27,22.88,Type_6,25,3,2
1916,24,25,212,74,175,197,177,105,789,74.62,263.88,812.89,27.12,Type_6,27,3,2
2793,18,25,295,163,1239,192,178,113,604,46.61,351.53,1047.58,34.93,Type_6,12,1,2
2736,55,26,134,63,1230,225,174,66,547,88.29,237.57,743.79,8.76,Type_6,5,1,2
2724,56,25,108,43,1230,227,180,72,543,49.88,296.91,621.34,10.42,Type_6,5,1,2
2761,314,20,30,8,1506,163,220,195,1765,58.92,183.13,109.42,43.01,Type_6,14,1,2
1936,48,28,127,57,190,217,168,68,644,60.99,219.02,1192.71,23.04,Type_6,29,3,2
1903,5,13,42,4,201,203,214,148,708,30.33,172.97,885.36,19.9,Type_6,29,3,2
1901,311,9,30,2,190,195,234,179,726,30.46,425.97,697.03,50.26,Type_6,29,3,2
1928,252,31,30,14,180,138,243,233,765,43.14,309.12,681.67,49.02,Type_6,29,3,2
1967,40,35,180,112,180,199,143,54,918,32.2,269.02,138.58,13.93,Type_6,25,3,2
1927,333,27,218,72,190,149,195,180,859,36.48,310.51,1152.62,25.95,Type_6,25,3,2
1944,339,30,240,93,210,142,181,169,815,50.33,338.49,1120.28,18.0,Type_6,25,3,2
2805,26,24,309,168,1209,202,182,107,577,59.61,329.95,484.1,57.55,Type_6,12,1,2
2796,42,26,283,147,1206,214,175,82,564,72.14,159.96,465.87,41.01,Type_6,12,1,2
2591,311,25,30,13,1637,144,213,205,1222,89.57,174.48,103.12,11.44,Type_6,14,1,2
2715,313,11,218,33,1748,189,231,182,1471,37.89,294.48,1186.38,50.98,Type_6,14,1,2
2786,316,21,0,0,1487,161,218,195,1813,46.48,271.85,769.32,50.35,Type_6,14,1,2
2729,355,17,134,34,1172,189,207,154,481,33.57,197.01,1040.92,50.95,Type_6,12,1,2
2782,330,21,30,16,1550,165,209,181,1747,66.23,312.24,942.66,18.93,Type_6,14,1,2
2788,326,21,30,16,1530,164,212,186,1776,71.2,179.66,507.21,62.22,Type_6,14,1,2
2802,322,19,0,0,1490,169,218,187,1834,36.87,245.55,110.88,42.33,Type_6,14,1,2
1919,30,22,67,9,256,208,188,107,661,75.07,193.72,946.87,57.5,Type_6,29,3,2
1964,233,31,90,42,240,153,249,218,787,34.26,219.0,508.86,53.72,Type_6,29,3,2
2010,303,30,300,161,270,125,210,218,866,34.81,335.43,268.0,45.48,Type_6,25,3,2
2062,360,30,300,213,272,162,171,135,845,51.29,170.23,978.05,20.52,Type_6,25,3,2
1983,11,35,300,132,270,162,148,103,871,86.5,289.42,459.29,63.22,Type_6,25,3,2
2739,32,16,175,44,1140,215,204,122,454,37.23,156.56,1076.66,22.04,Type_6,12,1,2
1970,9,24,285,115,270,185,184,128,942,55.32,417.67,725.45,59.42,Type_6,29,3,2
1968,45,35,277,118,272,206,142,44,918,47.7,360.01,237.18,60.63,Type_6,25,3,2
2762,66,20,234,67,1110,235,197,85,437,46.52,304.5,1026.96,13.15,Type_6,5,1,2
2777,328,23,150,28,1697,159,207,184,1587,48.38,293.98,831.83,57.69,Type_6,14,1,2
2819,330,19,60,24,1537,173,214,179,1819,77.34,331.41,265.6,41.04,Type_6,14,1,2
1980,3,22,300,125,300,185,193,140,927,77.9,430.31,1101.41,54.72,Type_6,29,3,2
2055,327,37,360,206,330,108,172,189,918,79.35,222.16,410.46,35.57,Type_6,25,3,2
2094,21,25,361,245,335,194,178,110,902,81.45,232.21,998.94,26.44,Type_6,25,3,2
2048,61,32,379,199,362,227,157,38,900,85.0,426.22,407.39,13.33,Type_6,29,3,2
2013,343,36,360,162,331,126,162,160,924,55.86,173.02,1132.8,39.22,Type_6,25,3,2
2027,2,39,360,176,330,139,138,114,930,49.13,332.87,1105.04,38.19,Type_6,25,3,2
2812,336,20,108,17,1617,170,207,174,1725,50.44,318.36,600.01,54.81,Type_6,14,1,2
2828,334,19,90,33,1560,175,212,175,1812,34.3,328.83,99.29,39.61,Type_6,14,1,2
1949,347,22,60,28,330,173,199,161,708,70.63,205.55,668.86,36.49,Type_6,29,3,2
1999,28,15,270,77,330,213,207,127,886,66.35,316.45,855.13,40.53,Type_6,29,3,2
2105,32,25,361,41,365,205,178,97,932,51.88,366.67,449.18,54.26,Type_6,25,3,2
2042,41,32,371,-21,400,206,154,62,932,43.07,421.19,255.18,28.66,Type_6,29,3,2
1946,49,17,30,4,330,225,202,105,595,87.36,298.23,1048.22,55.17,Type_6,29,3,2
1946,319,17,0,0,360,175,222,187,642,48.84,407.1,332.82,25.16,Type_6,29,3,2
1964,343,21,60,35,360,174,204,166,691,83.3,313.85,796.79,7.84,Type_6,29,3,2
2058,28,32,342,-5,430,191,155,82,962,66.18,273.5,202.24,35.59,Type_6,25,3,2
2798,66,18,361,103,1024,234,200,90,391,48.14,330.61,926.17,14.2,Type_6,5,1,2
2832,339,20,162,37,1663,175,208,170,1712,45.56,348.44,156.8,6.06,Type_6,14,1,2
1962,69,22,42,2,300,237,190,72,553,38.35,386.28,525.01,12.9,Type_6,29,3,2
2051,295,25,391,196,400,141,224,219,969,56.64,158.32,164.41,24.97,Type_6,29,3,2
2063,293,24,404,0,408,147,227,217,997,67.57,167.07,726.18,28.45,Type_6,25,3,2
2084,335,38,404,20,420,111,163,175,1019,59.33,170.15,491.49,22.81,Type_6,25,3,2
2101,1,31,446,37,420,160,165,130,1020,54.11,369.31,479.5,61.07,Type_6,25,3,2
2607,39,10,0,0,1401,221,217,130,1034,73.33,197.65,381.07,20.85,Type_6,0,1,2
2836,344,19,212,41,1725,178,206,165,1648,62.0,384.73,723.74,60.04,Type_6,14,1,2
2855,345,14,180,60,1615,192,217,163,1825,82.2,362.37,545.91,62.74,Type_6,13,1,2
2103,4,13,0,0,417,202,214,148,390,77.43,184.87,788.39,8.41,Type_6,18,3,2
2093,47,12,30,-6,342,224,214,122,400,37.49,401.52,199.98,6.41,Type_6,18,3,2
2094,358,22,42,16,216,180,193,146,474,77.65,382.98,763.12,33.78,Type_6,18,3,2
2091,29,25,60,10,201,202,176,99,492,46.55,248.18,652.78,64.98,Type_6,18,3,2
1992,288,17,247,70,420,169,236,206,819,57.76,155.62,568.77,56.55,Type_6,29,3,2
2089,274,25,342,25,450,145,237,227,1044,88.86,267.48,546.33,24.18,Type_6,29,3,2
2096,351,36,295,32,474,132,154,143,1024,59.0,172.45,752.06,6.64,Type_6,25,3,2
2833,327,20,268,38,1789,169,214,183,1554,88.84,435.2,1012.43,15.29,Type_6,14,1,2
2868,337,16,218,73,1606,184,217,171,1879,54.46,182.66,353.74,12.17,Type_6,13,1,2
2104,7,26,60,4,339,180,180,129,379,79.65,159.87,601.9,28.41,Type_6,18,3,2
1988,79,18,60,20,247,241,204,87,469,36.56,290.42,858.13,59.14,Type_6,29,3,2
2869,342,13,240,74,1681,193,220,166,1786,60.63,341.88,964.59,18.75,Type_6,13,1,2
2132,15,25,30,6,424,189,180,119,446,67.6,286.71,1031.83,39.14,Type_6,18,3,2
2006,23,14,95,21,201,211,209,132,404,71.26,296.55,1054.83,48.87,Type_6,18,3,2
1979,34,21,190,41,480,211,189,105,713,73.36,396.8,849.72,43.77,Type_6,29,3,2
2075,285,27,319,11,503,134,227,227,997,71.55,233.62,314.05,27.36,Type_6,29,3,2
2871,356,15,272,76,1740,196,213,154,1723,30.53,254.27,1081.83,46.48,Type_6,13,1,2
2138,9,25,108,32,424,185,183,127,306,89.87,448.45,965.59,54.96,Type_6,18,3,2
1983,17,21,228,45,510,197,190,123,731,30.86,400.54,1089.63,50.64,Type_6,29,3,2
2001,271,15,309,81,510,179,244,204,816,74.27,207.76,1068.05,25.04,Type_6,29,3,2
2054,285,24,342,-3,518,147,232,221,931,80.05,362.82,920.12,24.46,Type_6,29,3,2
2112,237,25,234,48,540,167,252,214,1065,74.43,168.42,1119.32,44.77,Type_6,29,3,2
2877,359,12,301,82,1765,202,218,153,1719,54.43,304.33,804.67,24.38,Type_6,13,1,2
2883,341,16,301,88,1698,186,215,167,1839,33.96,320.85,1098.36,25.31,Type_6,31,1,2
2144,24,26,120,16,566,196,174,103,309,50.93,155.62,97.67,33.75,Type_6,18,3,2
2126,344,17,153,30,323,183,211,164,382,36.66,363.37,238.66,48.05,Type_6,18,3,2
2025,13,19,120,3,212,198,197,132,342,61.35,354.74,736.92,46.84,Type_6,18,3,2
2003,23,24,95,35,418,198,180,109,552,47.97,175.62,602.52,62.55,Type_6,18,3,2
1988,354,18,150,28,474,188,206,154,607,34.61,337.95,969.5,44.53,Type_6,18,3,2
2022,261,26,376,100,541,146,242,229,866,60.04,234.23,268.65,21.52,Type_6,29,3,2
2083,225,25,255,25,569,178,254,203,1012,77.67,302.1,513.29,15.9,Type_6,29,3,2
2622,260,18,0,0,1406,173,247,210,1150,85.75,382.2,474.77,53.24,Type_6,0,1,2
2883,343,9,331,88,1789,202,227,163,1717,54.31,234.59,162.06,8.71,Type_6,31,1,2
